353	43697	749	1	3578.2700
354	43698	773	1	3399.9900
355	43699	773	1	3399.9900
356	43700	767	1	699.0982
357	43701	773	1	3399.9900
358	43702	750	1	3578.2700
359	43703	749	1	3578.2700
360	43704	778	1	3374.9900
361	43705	771	1	3399.9900
362	43706	751	1	3578.2700
363	43707	751	1	3578.2700
364	43708	764	1	699.0982
365	43709	752	1	3578.2700
366	43710	753	1	3578.2700
367	43711	753	1	3578.2700
368	43712	750	1	3578.2700
369	43713	749	1	3578.2700
370	43714	750	1	3578.2700
371	43715	753	1	3578.2700
372	43716	750	1	3578.2700
373	43717	767	1	699.0982
374	43718	750	1	3578.2700
375	43719	751	1	3578.2700
376	43720	750	1	3578.2700
377	43721	749	1	3578.2700
378	43722	751	1	3578.2700
379	43723	765	1	699.0982
380	43724	750	1	3578.2700
381	43725	750	1	3578.2700
382	43726	765	1	699.0982
383	43727	750	1	3578.2700
384	43728	752	1	3578.2700
385	43729	773	1	3399.9900
386	43730	773	1	3399.9900
387	43731	753	1	3578.2700
388	43732	777	1	3374.9900
389	43733	751	1	3578.2700
390	43734	751	1	3578.2700
391	43735	749	1	3578.2700
392	43736	773	1	3399.9900
393	43737	750	1	3578.2700
394	43738	751	1	3578.2700
395	43739	749	1	3578.2700
396	43740	751	1	3578.2700
397	43741	749	1	3578.2700
398	43742	753	1	3578.2700
399	43743	774	1	3399.9900
400	43744	752	1	3578.2700
401	43745	750	1	3578.2700
402	43746	751	1	3578.2700
403	43747	753	1	3578.2700
404	43748	752	1	3578.2700
405	43749	753	1	3578.2700
406	43750	750	1	3578.2700
407	43751	752	1	3578.2700
408	43752	750	1	3578.2700
409	43753	749	1	3578.2700
410	43754	751	1	3578.2700
411	43755	750	1	3578.2700
412	43756	765	1	699.0982
413	43757	777	1	3374.9900
414	43758	749	1	3578.2700
415	43759	749	1	3578.2700
416	43760	753	1	3578.2700
417	43761	749	1	3578.2700
418	43762	753	1	3578.2700
419	43763	752	1	3578.2700
420	43764	749	1	3578.2700
421	43765	773	1	3399.9900
422	43766	752	1	3578.2700
423	43767	777	1	3374.9900
424	43768	751	1	3578.2700
425	43769	751	1	3578.2700
426	43770	751	1	3578.2700
427	43771	764	1	699.0982
428	43772	751	1	3578.2700
429	43773	753	1	3578.2700
430	43774	752	1	3578.2700
431	43775	774	1	3399.9900
432	43776	753	1	3578.2700
433	43777	750	1	3578.2700
434	43778	772	1	3399.9900
435	43779	762	1	699.0982
436	43780	750	1	3578.2700
437	43781	751	1	3578.2700
438	43782	751	1	3578.2700
439	43783	751	1	3578.2700
440	43784	749	1	3578.2700
441	43785	750	1	3578.2700
442	43786	750	1	3578.2700
443	43787	771	1	3399.9900
444	43788	778	1	3374.9900
445	43789	778	1	3374.9900
446	43790	771	1	3399.9900
447	43791	753	1	3578.2700
448	43792	751	1	3578.2700
449	43793	771	1	3399.9900
450	43794	774	1	3399.9900
451	43795	751	1	3578.2700
452	43796	770	1	699.0982
453	43797	751	1	3578.2700
454	43798	749	1	3578.2700
455	43799	751	1	3578.2700
456	43800	750	1	3578.2700
457	43801	750	1	3578.2700
458	43802	751	1	3578.2700
459	43803	753	1	3578.2700
460	43804	749	1	3578.2700
461	43805	763	1	699.0982
462	43806	751	1	3578.2700
463	43807	751	1	3578.2700
464	43808	752	1	3578.2700
465	43809	749	1	3578.2700
466	43810	772	1	3399.9900
467	43811	773	1	3399.9900
468	43812	751	1	3578.2700
469	43813	777	1	3374.9900
470	43814	777	1	3374.9900
471	43815	750	1	3578.2700
472	43816	753	1	3578.2700
473	43817	749	1	3578.2700
474	43818	751	1	3578.2700
475	43819	773	1	3399.9900
476	43820	751	1	3578.2700
477	43821	749	1	3578.2700
478	43822	752	1	3578.2700
479	43823	770	1	699.0982
480	43824	768	1	699.0982
481	43825	752	1	3578.2700
482	43826	775	1	3374.9900
483	43827	768	1	699.0982
484	43828	749	1	3578.2700
485	43829	749	1	3578.2700
486	43830	750	1	3578.2700
487	43831	776	1	3374.9900
488	43832	749	1	3578.2700
489	43833	749	1	3578.2700
490	43834	775	1	3374.9900
491	43835	775	1	3374.9900
492	43836	761	1	699.0982
493	43837	777	1	3374.9900
494	43838	752	1	3578.2700
495	43839	750	1	3578.2700
496	43840	762	1	699.0982
497	43841	753	1	3578.2700
498	43842	751	1	3578.2700
1284	43918	752	1	3578.2700
1285	43919	753	1	3578.2700
1286	43920	752	1	3578.2700
1287	43921	752	1	3578.2700
1288	43922	749	1	3578.2700
1289	43923	751	1	3578.2700
1290	43924	749	1	3578.2700
1291	43925	753	1	3578.2700
1292	43926	778	1	3374.9900
1293	43927	753	1	3578.2700
1294	43928	752	1	3578.2700
1295	43929	760	1	699.0982
1296	43930	751	1	3578.2700
1297	43931	752	1	3578.2700
1298	43932	753	1	3578.2700
1299	43933	774	1	3399.9900
1300	43934	773	1	3399.9900
1301	43935	766	1	699.0982
1302	43936	750	1	3578.2700
1303	43937	751	1	3578.2700
1304	43938	749	1	3578.2700
1305	43939	751	1	3578.2700
1306	43940	767	1	699.0982
1307	43941	753	1	3578.2700
1308	43942	749	1	3578.2700
1309	43943	768	1	699.0982
1310	43944	771	1	3399.9900
1311	43945	749	1	3578.2700
1312	43946	752	1	3578.2700
1313	43947	749	1	3578.2700
1314	43948	772	1	3399.9900
